hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,result,grade,performance_category
2,42,No,8,9,22.0,Fail,F,Poor
5,59,Yes,8,6,48.0,Fail,F,Average
7,67,Yes,5,0,59.0,Pass,E,Average
8,62,Yes,6,2,58.0,Pass,E,Average
1,87,Yes,9,8,62.0,Pass,D,Good
6,42,No,4,6,30.0,Fail,F,Poor
1,81,Yes,6,1,56.0,Pass,E,Average
2,63,Yes,7,5,40.0,Fail,F,Poor
1,82,No,5,8,59.0,Pass,E,Average
5,79,Yes,7,3,65.0,Pass,D,Good
9,45,No,5,9,43.0,Fail,F,Average
6,59,Yes,4,1,48.0,Fail,F,Average
1,50,Yes,6,2,24.0,Fail,F,Poor
1,71,Yes,9,6,51.0,Pass,E,Average
2,99,Yes,6,3,81.0,Pass,B,Excellent
9,66,No,5,6,62.0,Pass,D,Good
3,60,Yes,8,4,43.0,Fail,F,Average
1,83,No,7,7,63.0,Pass,D,Good
5,87,No,9,7,73.0,Pass,C,Good
7,89,No,9,4,76.0,Pass,C,Good
6,52,Yes,6,6,43.0,Fail,F,Average
1,61,No,6,5,34.0,Fail,F,Poor
5,74,No,5,7,57.0,Pass,E,Average
5,86,No,8,8,72.0,Pass,C,Good
6,61,Yes,7,4,47.0,Fail,F,Average
3,67,Yes,8,6,52.0,Pass,E,Average
5,60,No,9,0,49.0,Fail,F,Average
7,85,No,8,7,77.0,Pass,C,Good
5,57,Yes,5,2,41.0,Fail,F,Average
5,70,No,8,0,56.0,Pass,E,Average
5,99,No,7,5,89.0,Pass,B,Excellent
3,85,No,9,7,65.0,Pass,D,Good
1,76,Yes,4,2,49.0,Fail,F,Average
5,60,No,9,0,48.0,Fail,F,Average
9,53,No,4,2,47.0,Fail,F,Average
1,64,Yes,7,4,37.0,Fail,F,Poor
3,66,No,9,7,48.0,Fail,F,Average
4,79,Yes,9,8,61.0,Pass,D,Good
1,99,Yes,9,8,77.0,Pass,C,Good
1,99,Yes,9,3,75.0,Pass,C,Good
8,62,No,5,7,57.0,Pass,E,Average
2,70,No,6,4,45.0,Fail,F,Average
8,86,No,9,2,82.0,Pass,B,Excellent
7,99,No,5,4,90.0,Pass,A,Excellent
2,68,No,7,1,42.0,Fail,F,Average
6,86,No,9,5,74.0,Pass,C,Good
6,69,No,8,0,60.0,Pass,D,Average
3,90,No,9,5,73.0,Pass,C,Good
2,65,Yes,9,4,40.0,Fail,F,Poor
1,59,No,4,8,32.0,Fail,F,Poor
6,77,No,8,6,67.0,Pass,D,Good
5,58,Yes,9,5,46.0,Fail,F,Average
9,66,No,9,6,65.0,Pass,D,Good
1,64,Yes,9,9,42.0,Fail,F,Average
7,79,No,5,4,69.0,Pass,D,Good
5,77,No,7,0,62.0,Pass,D,Good
5,91,Yes,4,8,75.0,Pass,C,Good
2,62,Yes,9,4,40.0,Fail,F,Poor
3,68,No,7,3,43.0,Fail,F,Average
7,54,Yes,4,5,42.0,Fail,F,Average
6,98,No,4,4,84.0,Pass,B,Excellent
2,42,No,4,0,15.0,Fail,F,Poor
6,49,No,9,1,39.0,Fail,F,Poor
2,54,No,5,3,26.0,Fail,F,Poor
2,95,No,9,7,73.0,Pass,C,Good
2,55,No,9,4,34.0,Fail,F,Poor
3,56,Yes,7,6,34.0,Fail,F,Poor
2,58,Yes,6,1,37.0,Fail,F,Poor
4,50,Yes,6,7,34.0,Fail,F,Poor
9,87,No,6,4,85.0,Pass,B,Excellent
6,44,Yes,7,3,31.0,Fail,F,Poor
1,44,No,8,8,18.0,Fail,F,Poor
8,97,Yes,7,5,92.0,Pass,A,Excellent
7,53,No,4,3,44.0,Fail,F,Average
3,89,No,9,7,72.0,Pass,C,Good
1,65,No,8,2,40.0,Fail,F,Poor
5,47,No,4,9,31.0,Fail,F,Poor
4,44,No,9,1,25.0,Fail,F,Poor
8,46,Yes,9,6,44.0,Fail,F,Average
1,55,No,4,3,27.0,Fail,F,Poor
1,94,Yes,7,3,66.0,Pass,D,Good
4,53,No,6,9,34.0,Fail,F,Poor
8,76,No,8,8,70.0,Pass,C,Good
5,95,No,9,1,81.0,Pass,B,Excellent
2,80,Yes,5,0,56.0,Pass,E,Average
6,43,No,9,6,30.0,Fail,F,Poor
5,75,Yes,6,7,60.0,Pass,D,Average
2,87,No,9,2,64.0,Pass,D,Good
3,95,Yes,5,1,74.0,Pass,C,Good
9,56,Yes,7,3,52.0,Pass,E,Average
7,86,Yes,9,1,84.0,Pass,B,Excellent
7,75,No,8,1,66.0,Pass,D,Good
6,45,No,7,4,32.0,Fail,F,Poor
8,55,Yes,5,9,47.0,Fail,F,Average
4,68,No,4,4,51.0,Pass,E,Average
8,75,No,9,7,67.0,Pass,D,Good
4,77,No,7,8,57.0,Pass,E,Average
8,76,Yes,9,1,71.0,Pass,C,Good
9,87,Yes,8,0,86.0,Pass,B,Excellent
3,96,No,9,2,77.0,Pass,C,Good
3,87,Yes,7,5,72.0,Pass,C,Good
2,49,No,6,4,24.0,Fail,F,Poor
3,80,No,7,7,60.0,Pass,D,Average
3,75,Yes,5,7,55.0,Pass,E,Average
5,68,Yes,7,1,54.0,Pass,E,Average
5,53,No,8,8,39.0,Fail,F,Poor
2,43,No,7,3,19.0,Fail,F,Poor
6,83,No,7,0,68.0,Pass,D,Good
5,95,Yes,8,1,83.0,Pass,B,Excellent
6,81,Yes,7,5,72.0,Pass,C,Good
1,75,No,8,4,49.0,Fail,F,Average
5,89,No,5,6,74.0,Pass,C,Good
9,84,Yes,8,8,86.0,Pass,B,Excellent
2,52,No,5,5,26.0,Fail,F,Poor
1,85,Yes,5,5,60.0,Pass,D,Average
9,57,Yes,8,1,54.0,Pass,E,Average
9,72,No,7,6,73.0,Pass,C,Good
9,60,No,9,1,61.0,Pass,D,Good
6,55,Yes,6,6,45.0,Fail,F,Average
8,54,No,9,7,57.0,Pass,E,Average
1,93,Yes,8,0,68.0,Pass,D,Good
4,96,Yes,7,8,72.0,Pass,C,Good
1,44,Yes,5,7,17.0,Fail,F,Poor
8,45,No,4,8,37.0,Fail,F,Poor
1,77,No,6,4,54.0,Pass,E,Average
3,42,No,9,3,22.0,Fail,F,Poor
4,87,Yes,7,0,73.0,Pass,C,Good
8,51,Yes,6,8,47.0,Fail,F,Average
6,75,Yes,4,3,63.0,Pass,D,Good
7,72,Yes,4,3,63.0,Pass,D,Good
8,75,No,4,3,68.0,Pass,D,Good
2,72,No,9,1,52.0,Pass,E,Average
8,70,No,8,3,64.0,Pass,D,Good
3,60,Yes,6,1,38.0,Fail,F,Poor
7,66,Yes,8,7,60.0,Pass,D,Average
3,66,No,4,6,45.0,Fail,F,Average
7,47,Yes,7,9,39.0,Fail,F,Poor
2,95,No,4,1,75.0,Pass,C,Good
6,76,Yes,8,1,67.0,Pass,D,Good
3,71,Yes,4,1,48.0,Fail,F,Average
3,65,Yes,4,0,44.0,Fail,F,Average
9,41,Yes,8,5,37.0,Fail,F,Poor
7,51,Yes,8,5,41.0,Fail,F,Average
5,61,No,7,0,47.0,Fail,F,Average
7,56,No,8,0,45.0,Fail,F,Average
9,46,No,7,5,43.0,Fail,F,Average
1,82,Yes,5,5,54.0,Pass,E,Average
7,43,No,5,3,32.0,Fail,F,Poor
6,76,No,8,2,64.0,Pass,D,Good
9,77,Yes,4,8,74.0,Pass,C,Good
1,71,Yes,6,5,50.0,Pass,E,Average
4,50,No,4,0,33.0,Fail,F,Poor
9,40,No,8,2,36.0,Fail,F,Poor
4,64,No,7,0,45.0,Fail,F,Average
3,81,No,4,2,58.0,Pass,E,Average
9,91,No,5,1,85.0,Pass,B,Excellent
2,63,Yes,9,4,41.0,Fail,F,Average
4,92,No,8,2,78.0,Pass,C,Good
6,82,No,4,6,63.0,Pass,D,Good
2,95,No,9,7,76.0,Pass,C,Good
8,56,No,4,6,51.0,Pass,E,Average
8,47,No,7,1,36.0,Fail,F,Poor
1,98,No,7,9,74.0,Pass,C,Good
3,84,Yes,7,9,65.0,Pass,D,Good
9,66,Yes,9,6,65.0,Pass,D,Good
5,91,Yes,6,9,79.0,Pass,C,Good
6,57,No,9,2,46.0,Fail,F,Average
4,66,No,8,6,47.0,Fail,F,Average
2,61,Yes,8,0,42.0,Fail,F,Average
8,55,No,5,1,46.0,Fail,F,Average
6,41,No,5,9,34.0,Fail,F,Poor
5,44,No,8,0,27.0,Fail,F,Poor
9,57,Yes,4,8,52.0,Pass,E,Average
1,42,Yes,8,1,17.0,Fail,F,Poor
5,66,Yes,6,1,53.0,Pass,E,Average
6,93,No,5,5,84.0,Pass,B,Excellent
5,56,Yes,5,6,39.0,Fail,F,Poor
6,55,Yes,9,1,44.0,Fail,F,Average
6,45,Yes,5,3,36.0,Fail,F,Poor
7,90,No,8,2,81.0,Pass,B,Excellent
4,46,Yes,5,4,30.0,Fail,F,Poor
8,89,Yes,5,8,80.0,Pass,B,Good
7,53,No,9,1,41.0,Fail,F,Average
9,77,Yes,8,4,77.0,Pass,C,Good
7,79,No,4,7,69.0,Pass,D,Good
3,54,No,5,5,34.0,Fail,F,Poor
3,86,Yes,5,3,64.0,Pass,D,Good
8,86,Yes,5,9,78.0,Pass,C,Good
5,87,Yes,6,7,74.0,Pass,C,Good
4,72,No,8,2,52.0,Pass,E,Average
8,82,Yes,5,3,76.0,Pass,C,Good
6,66,Yes,6,8,53.0,Pass,E,Average
2,68,Yes,4,4,46.0,Fail,F,Average
4,96,No,4,5,77.0,Pass,C,Good
4,76,No,9,1,59.0,Pass,E,Average
6,44,No,9,8,35.0,Fail,F,Poor
6,68,Yes,9,7,61.0,Pass,D,Good
1,71,Yes,6,6,46.0,Fail,F,Average
8,99,No,4,8,97.0,Pass,A,Excellent
6,92,Yes,9,4,86.0,Pass,B,Excellent
3,45,Yes,7,4,24.0,Fail,F,Poor
9,41,No,9,8,37.0,Fail,F,Poor
2,45,No,4,4,18.0,Fail,F,Poor
8,85,No,7,8,84.0,Pass,B,Excellent
3,82,Yes,6,0,59.0,Pass,E,Average
5,43,Yes,7,9,29.0,Fail,F,Poor
6,95,Yes,4,9,84.0,Pass,B,Excellent
6,68,No,5,7,60.0,Pass,D,Average
4,98,No,7,2,78.0,Pass,C,Good
3,64,Yes,4,7,46.0,Fail,F,Average
4,48,No,9,4,31.0,Fail,F,Poor
1,95,No,5,1,68.0,Pass,D,Good
4,42,Yes,6,8,25.0,Fail,F,Poor
1,65,No,6,3,37.0,Fail,F,Poor
1,87,Yes,8,6,62.0,Pass,D,Good
6,82,No,6,7,69.0,Pass,D,Good
5,66,Yes,8,6,50.0,Pass,E,Average
4,75,No,6,5,55.0,Pass,E,Average
3,71,Yes,6,6,54.0,Pass,E,Average
1,40,No,6,3,12.0,Fail,F,Poor
6,96,No,8,9,88.0,Pass,B,Excellent
2,92,No,9,0,69.0,Pass,D,Good
8,93,No,8,4,88.0,Pass,B,Excellent
5,55,No,7,7,41.0,Fail,F,Average
7,90,Yes,4,9,83.0,Pass,B,Excellent
2,87,Yes,4,5,62.0,Pass,D,Good
8,50,Yes,9,4,45.0,Fail,F,Average
2,65,No,4,1,42.0,Fail,F,Average
4,79,Yes,6,9,65.0,Pass,D,Good
1,94,No,9,4,73.0,Pass,C,Good
5,40,No,4,9,23.0,Fail,F,Poor
9,65,Yes,8,2,61.0,Pass,D,Good
1,67,Yes,7,1,41.0,Fail,F,Average
9,92,No,5,2,85.0,Pass,B,Excellent
8,97,No,7,3,93.0,Pass,A,Excellent
6,48,Yes,4,1,35.0,Fail,F,Poor
7,99,Yes,9,3,92.0,Pass,A,Excellent
3,98,No,4,3,79.0,Pass,C,Good
1,83,No,8,5,57.0,Pass,E,Average
5,61,Yes,7,4,49.0,Fail,F,Average
2,47,No,8,6,28.0,Fail,F,Poor
5,97,No,8,6,85.0,Pass,B,Excellent
8,88,Yes,5,2,82.0,Pass,B,Excellent
9,81,Yes,8,8,80.0,Pass,B,Good
2,66,No,8,6,41.0,Fail,F,Average
3,78,No,5,6,57.0,Pass,E,Average
3,58,Yes,6,1,41.0,Fail,F,Average
1,64,No,6,9,43.0,Fail,F,Average
8,77,Yes,9,2,73.0,Pass,C,Good
6,60,No,5,2,46.0,Fail,F,Average
8,63,Yes,9,5,61.0,Pass,D,Good
9,63,No,9,3,61.0,Pass,D,Good
5,99,No,8,3,87.0,Pass,B,Excellent
3,99,No,9,0,78.0,Pass,C,Good
5,58,Yes,4,5,43.0,Fail,F,Average
5,89,Yes,7,7,75.0,Pass,C,Good
5,86,Yes,4,7,72.0,Pass,C,Good
3,41,No,4,7,18.0,Fail,F,Poor
4,53,No,8,4,36.0,Fail,F,Poor
9,92,Yes,7,9,92.0,Pass,A,Excellent
9,71,Yes,9,5,71.0,Pass,C,Good
2,81,No,7,4,58.0,Pass,E,Average
8,71,No,9,3,69.0,Pass,D,Good
8,67,No,6,3,58.0,Pass,E,Average
7,87,No,5,3,74.0,Pass,C,Good
8,78,Yes,8,3,72.0,Pass,C,Good
3,79,Yes,9,5,61.0,Pass,D,Good
6,81,No,9,5,74.0,Pass,C,Good
1,86,No,7,4,60.0,Pass,D,Average
7,79,No,8,8,70.0,Pass,C,Good
1,52,Yes,9,7,27.0,Fail,F,Poor
9,51,Yes,6,9,49.0,Fail,F,Average
1,47,No,4,5,17.0,Fail,F,Poor
1,54,No,9,8,34.0,Fail,F,Poor
7,65,No,7,4,51.0,Pass,E,Average
2,51,No,6,9,27.0,Fail,F,Poor
5,82,No,8,3,67.0,Pass,D,Good
8,90,No,9,5,84.0,Pass,B,Excellent
8,85,Yes,6,3,81.0,Pass,B,Excellent
3,66,Yes,6,7,45.0,Fail,F,Average
7,57,Yes,6,6,50.0,Pass,E,Average
3,84,No,6,4,67.0,Pass,D,Good
6,75,No,6,9,67.0,Pass,D,Good
6,88,No,6,5,77.0,Pass,C,Good
3,90,Yes,5,6,70.0,Pass,C,Good
7,66,No,8,1,59.0,Pass,E,Average
3,48,Yes,4,8,27.0,Fail,F,Poor
8,94,No,8,6,88.0,Pass,B,Excellent
4,78,No,7,7,60.0,Pass,D,Average
1,40,No,7,4,14.0,Fail,F,Poor
4,46,Yes,8,2,27.0,Fail,F,Poor
7,65,Yes,6,1,54.0,Pass,E,Average
4,46,Yes,5,1,32.0,Fail,F,Poor
6,91,No,4,2,79.0,Pass,C,Good
9,46,Yes,9,0,44.0,Fail,F,Average
1,47,No,9,0,20.0,Fail,F,Poor
5,55,No,6,6,42.0,Fail,F,Average
7,42,Yes,8,9,33.0,Fail,F,Poor
1,84,Yes,9,7,58.0,Pass,E,Average
4,49,No,8,5,31.0,Fail,F,Poor
6,89,No,5,6,75.0,Pass,C,Good
2,46,No,5,0,22.0,Fail,F,Poor
5,60,No,8,0,46.0,Fail,F,Average
1,92,Yes,6,8,68.0,Pass,D,Good
6,76,Yes,6,4,66.0,Pass,D,Good
6,70,Yes,6,6,60.0,Pass,D,Average
4,62,No,9,5,44.0,Fail,F,Average
8,96,No,4,3,90.0,Pass,A,Excellent
4,66,No,4,0,47.0,Fail,F,Average
8,95,Yes,6,3,88.0,Pass,B,Excellent
8,61,No,8,9,56.0,Pass,E,Average
5,78,No,5,9,66.0,Pass,D,Good
4,96,Yes,7,7,78.0,Pass,C,Good
2,66,Yes,5,0,43.0,Fail,F,Average
3,93,No,5,1,72.0,Pass,C,Good
3,88,Yes,7,7,69.0,Pass,D,Good
4,43,No,6,1,24.0,Fail,F,Poor
4,63,Yes,5,9,47.0,Fail,F,Average
5,62,No,7,8,45.0,Fail,F,Average
4,87,Yes,9,2,72.0,Pass,C,Good
8,58,Yes,8,2,51.0,Pass,E,Average
6,81,Yes,8,5,73.0,Pass,C,Good
6,42,Yes,8,2,28.0,Fail,F,Poor
8,66,No,6,8,56.0,Pass,E,Average
7,42,No,5,7,29.0,Fail,F,Poor
8,67,Yes,5,3,60.0,Pass,D,Average
2,56,No,4,5,28.0,Fail,F,Poor
9,70,Yes,8,7,66.0,Pass,D,Good
1,49,Yes,6,3,21.0,Fail,F,Poor
8,88,No,7,4,84.0,Pass,B,Excellent
4,61,No,6,6,42.0,Fail,F,Average
4,69,No,5,7,51.0,Pass,E,Average
5,88,No,8,6,74.0,Pass,C,Good
8,60,No,4,7,50.0,Pass,E,Average
5,75,No,9,3,62.0,Pass,D,Good
8,92,No,6,0,90.0,Pass,A,Excellent
1,62,Yes,4,5,32.0,Fail,F,Poor
9,77,No,5,4,71.0,Pass,C,Good
6,51,Yes,7,3,37.0,Fail,F,Poor
3,64,No,6,1,42.0,Fail,F,Average
8,93,No,9,0,85.0,Pass,B,Excellent
9,96,Yes,5,8,96.0,Pass,A,Excellent
6,59,Yes,8,1,51.0,Pass,E,Average
7,88,Yes,6,8,82.0,Pass,B,Excellent
1,88,Yes,4,5,64.0,Pass,D,Good
5,81,No,6,5,67.0,Pass,D,Good
5,46,No,5,1,32.0,Fail,F,Poor
4,68,Yes,5,5,50.0,Pass,E,Average
6,87,Yes,4,2,73.0,Pass,C,Good
7,68,No,9,6,62.0,Pass,D,Good
1,42,Yes,6,3,20.0,Fail,F,Poor
6,41,No,9,8,33.0,Fail,F,Poor
7,55,No,4,4,43.0,Fail,F,Average
3,69,Yes,5,9,49.0,Fail,F,Average
8,77,Yes,5,2,70.0,Pass,C,Good
5,45,Yes,6,0,28.0,Fail,F,Poor
9,84,Yes,5,0,82.0,Pass,B,Excellent
5,46,No,6,3,29.0,Fail,F,Poor
9,44,Yes,8,9,42.0,Fail,F,Average
4,95,No,9,9,79.0,Pass,C,Good
9,46,No,6,3,41.0,Fail,F,Average
5,73,No,7,8,61.0,Pass,D,Good
9,71,No,5,7,69.0,Pass,D,Good
3,88,Yes,8,3,68.0,Pass,D,Good
4,52,No,9,5,38.0,Fail,F,Poor
9,69,Yes,4,6,67.0,Pass,D,Good
6,64,No,7,9,54.0,Pass,E,Average
2,60,Yes,4,7,39.0,Fail,F,Poor
7,99,No,7,3,93.0,Pass,A,Excellent
2,98,No,8,0,76.0,Pass,C,Good
2,60,Yes,9,4,39.0,Fail,F,Poor
1,67,Yes,8,0,38.0,Fail,F,Poor
3,87,Yes,8,3,69.0,Pass,D,Good
6,97,Yes,7,6,88.0,Pass,B,Excellent
8,59,No,6,6,54.0,Pass,E,Average
9,73,No,9,0,68.0,Pass,D,Good
7,44,No,4,8,33.0,Fail,F,Poor
4,57,No,6,1,40.0,Fail,F,Poor
6,99,No,6,4,87.0,Pass,B,Excellent
5,78,Yes,5,5,64.0,Pass,D,Good
8,82,Yes,4,0,70.0,Pass,C,Good
1,96,No,7,1,70.0,Pass,C,Good
1,96,Yes,5,6,72.0,Pass,C,Good
6,50,No,5,5,38.0,Fail,F,Poor
2,93,No,8,5,71.0,Pass,C,Good
5,56,Yes,7,5,40.0,Fail,F,Poor
1,87,No,6,6,58.0,Pass,E,Average
7,84,Yes,9,9,77.0,Pass,C,Good
1,61,No,6,8,38.0,Fail,F,Poor
4,76,Yes,6,8,60.0,Pass,D,Average
9,59,No,8,1,57.0,Pass,E,Average
1,87,No,6,1,63.0,Pass,D,Good
4,99,Yes,4,4,82.0,Pass,B,Excellent
6,93,No,6,9,84.0,Pass,B,Excellent
6,93,No,6,6,84.0,Pass,B,Excellent
8,87,Yes,4,2,77.0,Pass,C,Good
1,87,Yes,8,2,61.0,Pass,D,Good
7,85,Yes,5,3,73.0,Pass,C,Good
1,45,No,7,2,15.0,Fail,F,Poor
7,73,Yes,8,2,64.0,Pass,D,Good
3,53,Yes,6,7,33.0,Fail,F,Poor
8,87,Yes,5,6,78.0,Pass,C,Good
3,62,No,7,6,43.0,Fail,F,Average
1,59,Yes,7,9,34.0,Fail,F,Poor
8,52,No,7,1,48.0,Fail,F,Average
3,86,No,4,8,66.0,Pass,D,Good
2,83,Yes,4,5,60.0,Pass,D,Average
1,80,No,5,2,53.0,Pass,E,Average
3,71,No,6,8,51.0,Pass,E,Average
2,65,No,5,8,43.0,Fail,F,Average
2,89,No,6,5,68.0,Pass,D,Good
6,92,No,8,9,80.0,Pass,B,Good
1,53,Yes,7,5,26.0,Fail,F,Poor
2,91,Yes,7,7,70.0,Pass,C,Good
6,96,Yes,4,7,85.0,Pass,B,Excellent
3,75,No,8,5,57.0,Pass,E,Average
4,47,Yes,9,6,30.0,Fail,F,Poor
1,79,No,8,3,56.0,Pass,E,Average
8,61,No,6,0,53.0,Pass,E,Average
7,61,No,8,3,52.0,Pass,E,Average
7,55,No,4,7,47.0,Fail,F,Average
3,66,Yes,6,7,48.0,Fail,F,Average
3,95,No,5,1,78.0,Pass,C,Good
2,99,Yes,6,6,79.0,Pass,C,Good
1,99,Yes,5,0,75.0,Pass,C,Good
7,49,No,9,1,40.0,Fail,F,Poor
7,64,Yes,6,7,59.0,Pass,E,Average
2,70,Yes,7,9,49.0,Fail,F,Average
7,60,Yes,9,3,48.0,Fail,F,Average
8,66,No,5,2,60.0,Pass,D,Average
1,56,No,4,1,29.0,Fail,F,Poor
9,72,No,9,5,68.0,Pass,D,Good
7,70,Yes,9,3,63.0,Pass,D,Good
3,89,Yes,9,2,71.0,Pass,C,Good
8,81,No,5,2,76.0,Pass,C,Good
7,65,No,5,9,57.0,Pass,E,Average
8,60,Yes,6,2,54.0,Pass,E,Average
6,75,No,7,7,61.0,Pass,D,Good
9,40,No,9,8,34.0,Fail,F,Poor
5,43,Yes,6,8,32.0,Fail,F,Poor
3,43,Yes,6,4,23.0,Fail,F,Poor
3,65,No,7,0,44.0,Fail,F,Average
1,43,No,6,9,18.0,Fail,F,Poor
8,88,No,7,4,82.0,Pass,B,Excellent
2,48,No,4,0,18.0,Fail,F,Poor
3,69,Yes,7,8,52.0,Pass,E,Average
8,90,No,8,9,88.0,Pass,B,Excellent
8,84,No,7,7,78.0,Pass,C,Good
4,43,Yes,7,6,26.0,Fail,F,Poor
4,44,Yes,8,1,26.0,Fail,F,Poor
5,84,Yes,7,1,74.0,Pass,C,Good
6,62,Yes,5,3,52.0,Pass,E,Average
5,55,Yes,6,8,40.0,Fail,F,Poor
7,61,Yes,6,8,54.0,Pass,E,Average
2,76,Yes,4,7,51.0,Pass,E,Average
7,47,No,4,4,35.0,Fail,F,Poor
7,87,No,8,6,79.0,Pass,C,Good
1,72,Yes,5,8,45.0,Fail,F,Average
7,94,No,4,2,81.0,Pass,B,Excellent
5,99,No,6,3,87.0,Pass,B,Excellent
3,77,Yes,4,1,56.0,Pass,E,Average
3,82,Yes,4,8,65.0,Pass,D,Good
4,55,Yes,7,6,38.0,Fail,F,Poor
2,44,Yes,4,5,17.0,Fail,F,Poor
2,55,Yes,8,4,35.0,Fail,F,Poor
1,46,No,6,6,20.0,Fail,F,Poor
5,90,No,8,2,75.0,Pass,C,Good
4,40,Yes,8,4,26.0,Fail,F,Poor
2,48,Yes,9,1,23.0,Fail,F,Poor
3,57,No,5,4,38.0,Fail,F,Poor
7,84,No,9,6,78.0,Pass,C,Good
7,97,No,9,9,91.0,Pass,A,Excellent
4,86,Yes,7,6,67.0,Pass,D,Good
5,42,Yes,8,8,31.0,Fail,F,Poor
5,63,No,5,2,49.0,Fail,F,Average
6,67,Yes,6,7,57.0,Pass,E,Average
9,49,No,6,4,45.0,Fail,F,Average
2,48,Yes,5,6,22.0,Fail,F,Poor
5,52,Yes,8,0,35.0,Fail,F,Poor
3,87,No,8,0,65.0,Pass,D,Good
4,74,No,7,3,53.0,Pass,E,Average
6,93,Yes,7,4,79.0,Pass,C,Good
8,62,No,9,9,57.0,Pass,E,Average
1,86,Yes,6,2,58.0,Pass,E,Average
8,56,No,7,5,50.0,Pass,E,Average
7,85,No,5,2,75.0,Pass,C,Good
1,46,Yes,6,4,17.0,Fail,F,Poor
2,91,Yes,8,0,70.0,Pass,C,Good
3,55,Yes,6,2,36.0,Fail,F,Poor
1,92,No,4,6,61.0,Pass,D,Good
9,79,No,6,2,78.0,Pass,C,Good
8,75,Yes,7,4,71.0,Pass,C,Good
2,59,No,5,6,36.0,Fail,F,Poor
9,63,Yes,8,1,63.0,Pass,D,Good
7,86,Yes,8,2,78.0,Pass,C,Good
9,44,Yes,7,3,39.0,Fail,F,Poor
6,84,Yes,7,4,70.0,Pass,C,Good
6,45,Yes,7,8,34.0,Fail,F,Poor
4,67,No,4,8,49.0,Fail,F,Average
2,98,No,5,3,71.0,Pass,C,Good
7,44,Yes,4,8,34.0,Fail,F,Poor
5,88,No,7,3,77.0,Pass,C,Good
6,78,Yes,5,1,67.0,Pass,D,Good
2,77,No,7,9,52.0,Pass,E,Average
5,41,No,5,0,25.0,Fail,F,Poor
4,82,Yes,8,6,68.0,Pass,D,Good
9,78,No,4,3,76.0,Pass,C,Good
6,93,Yes,9,7,85.0,Pass,B,Excellent
2,60,No,7,7,40.0,Fail,F,Poor
1,79,Yes,7,7,56.0,Pass,E,Average
5,76,Yes,6,5,62.0,Pass,D,Good
9,98,Yes,9,8,99.0,Pass,A,Excellent
6,57,Yes,8,3,46.0,Fail,F,Average
7,93,Yes,7,4,86.0,Pass,B,Excellent
5,87,Yes,4,3,73.0,Pass,C,Good
6,85,No,8,4,74.0,Pass,C,Good
5,51,Yes,7,1,37.0,Fail,F,Poor
9,56,No,4,4,50.0,Pass,E,Average
6,76,Yes,6,9,65.0,Pass,D,Good
8,85,No,6,7,79.0,Pass,C,Good
2,77,Yes,4,8,53.0,Pass,E,Average
9,54,Yes,8,6,55.0,Pass,E,Average
5,46,No,4,6,31.0,Fail,F,Poor
7,53,Yes,9,5,47.0,Fail,F,Average
1,89,Yes,4,1,63.0,Pass,D,Good
5,40,Yes,6,9,27.0,Fail,F,Poor
2,77,Yes,6,9,53.0,Pass,E,Average
6,42,No,6,8,33.0,Fail,F,Poor
1,76,Yes,9,4,56.0,Pass,E,Average
3,83,No,7,5,65.0,Pass,D,Good
5,70,Yes,9,0,55.0,Pass,E,Average
4,82,Yes,7,4,67.0,Pass,D,Good
3,52,Yes,9,5,32.0,Fail,F,Poor
5,87,Yes,5,9,73.0,Pass,C,Good
8,57,No,7,1,45.0,Fail,F,Average
4,56,Yes,8,6,43.0,Fail,F,Average
1,56,Yes,8,3,32.0,Fail,F,Poor
7,50,Yes,6,4,42.0,Fail,F,Average
8,59,No,9,2,55.0,Pass,E,Average
3,49,No,4,4,28.0,Fail,F,Poor
6,68,No,6,3,58.0,Pass,E,Average
2,87,No,4,9,67.0,Pass,D,Good
7,73,Yes,9,5,66.0,Pass,D,Good
8,56,Yes,6,1,46.0,Fail,F,Average
6,93,No,6,2,79.0,Pass,C,Good
6,91,Yes,8,9,83.0,Pass,B,Excellent
5,81,Yes,4,0,63.0,Pass,D,Good
8,52,No,5,6,45.0,Fail,F,Average
1,83,Yes,5,8,63.0,Pass,D,Good
4,86,No,6,1,70.0,Pass,C,Good
4,78,No,9,6,58.0,Pass,E,Average
3,66,No,6,2,50.0,Pass,E,Average
3,93,No,8,4,77.0,Pass,C,Good
4,92,No,4,5,75.0,Pass,C,Good
1,65,No,6,7,40.0,Fail,F,Poor
2,67,Yes,9,3,43.0,Fail,F,Average
9,52,Yes,5,1,47.0,Fail,F,Average
2,51,Yes,4,2,22.0,Fail,F,Poor
5,83,No,6,7,71.0,Pass,C,Good
9,67,No,4,6,63.0,Pass,D,Good
9,41,No,8,5,37.0,Fail,F,Poor
8,76,Yes,5,4,72.0,Pass,C,Good
1,96,Yes,9,4,73.0,Pass,C,Good
1,96,No,4,0,72.0,Pass,C,Good
9,73,No,5,5,68.0,Pass,D,Good
8,62,No,6,8,59.0,Pass,E,Average
9,97,No,9,7,97.0,Pass,A,Excellent
7,91,No,9,9,83.0,Pass,B,Excellent
3,84,Yes,7,0,65.0,Pass,D,Good
3,68,No,4,5,47.0,Fail,F,Average
2,74,No,5,2,51.0,Pass,E,Average
